id_cliente,nombre_empresa,nit,direccion,ciudad,contacto_nombre,contacto_telefono,contacto_email
1126,Dueñas PLC,1826912065,"Alameda de Dan Jaume 95 Puerta 6 
Barcelona, 22838",Burgos,Amalia Lumbreras Guardiola,+34 737 70 19 72,jose59@gmail.com
1127,"Campillo, Llobet and Noguera",4682187458,"Glorieta de Alex Vilaplana 175 Apt. 05 
Jaén, 45702",Álava,Belen Puente Querol,+34 740 081 852,eva44@hotmail.com
1128,Borrás-Checa,2416445793,"Cuesta de Irma Vallejo 83 Puerta 5 
Santa Cruz de Tenerife, 00979",Cádiz,Araceli Sacristán Vilanova,+34 607 231 465,lucila04@duran-saldana.es
1129,"Tur, Aguilar and Tamayo",2080579199,"Calle Miguel Amores 91 Apt. 03 
La Coruña, 39054",Ciudad,Florentina del Pacheco,+34 848 45 11 62,rosa-maria26@bermudez.org
1130,"Ramirez, Chacón and Casares",6433545947,"Callejón Otilia Moles 560 Piso 1 
Cádiz, 61884",Soria,Timoteo Castejón Huguet,+34741005553,ioller@hotmail.com
1131,"Escamilla, Giralt and Piñeiro",5089262848,"Alameda de José Luis Mendez 18
Cádiz, 82997",Lleida,Rafael Font Herrero,+34702962804,bermejoligia@hotmail.com
1132,Noguera Inc,9678824606,"Vial Ema Cazorla 878
Granada, 55769",Asturias,Sigfrido Reina-Herrera,+34730 504 519,sandraaguilo@peralta.es
1133,Carlos-Ojeda,2069740952,"Plaza Pili Noriega 332 Piso 0 
Castellón, 15689",Burgos,Trinidad Herrera,+34887 50 37 36,xcarlos@fuertes.es
1134,Hervia-Benitez,7067024594,"Plaza de Marianela Valero 7
Guipúzcoa, 14081",Alicante,Azeneth Bernad Egea,+34904 289 700,losaelisabet@alonso.es
1135,Céspedes LLC,6376633470,"Paseo Calixto Fernández 44 Piso 2 
Navarra, 67252",Ourense,Leire Elías Rosado,+34 718 866 059,almudena92@andres-pizarro.com
1136,Coello-Cervera,5046505535,"Vial Cruz Nuñez 142
La Rioja, 46231",Huelva,Carina Acosta-Gisbert,+34649 973 732,amando35@yahoo.com
1137,"Jordá, Cabeza and Palacios",8264511608,"Cañada Álvaro Saura 50 Apt. 45 
Soria, 95112",Ceuta,Delia Corral-Rivera,+34739772149,rivaszaira@iborra.com
1138,"Valle, Coll and Cabello",7653709286,"Cañada de Gustavo Barroso 962
Girona, 09422",Álava,Ascensión Jurado-Ochoa,+34 726 918 172,edmundogalvez@blanca-bernad.org
1139,Suárez-Gimenez,6538461444,"C. Crescencia Fajardo 810
Cantabria, 46565",Castellón,Hernando Rocamora Galiano,+34 739 96 94 43,qperello@yahoo.com
1140,Palmer-Soler,1631423954,"Callejón Flora Ordóñez 3
Lugo, 39659",Castellón,Jacinto Grau Piñeiro,+34 715665464,gerardobertran@hotmail.com
1141,"Haro, Castillo and Barriga",4914857356,"Pasaje de Jerónimo Zamora 66
Teruel, 01432",Albacete,León Gordillo Collado,+34 733 092 523,melisacarbo@gmail.com
1142,"Giménez, Marcos and Pino",3584071177,"Avenida de Omar Reig 89 Piso 0 
Segovia, 87321",Baleares,Teodoro Álvarez Criado,+34 988 717 971,benitaibarra@gmail.com
1143,Alsina-Albero,4580516241,"Alameda Saturnina Verdejo 52
Murcia, 30041",Sevilla,Palmira Valbuena Quero,+34 661255482,ruedamaria-manuela@gomila-tejera.com
1144,Galán-Zamorano,5599932459,"Acceso Olga Espada 64
Sevilla, 38028",Baleares,Leonardo Jiménez,+34737 780 578,lgirona@hotmail.com
1145,"Diéguez, Castells and Cánovas",1847569551,"Cuesta de Edmundo Sarabia 844
Zaragoza, 99264",Asturias,Nicolasa de Pazos,+34733 037 111,ulisesamador@blazquez-cadenas.com
1146,Santos PLC,2333752636,"Pasadizo de Borja Figueroa 743
Badajoz, 14012",Melilla,Aurelia Velasco,+34 704618701,mendezbrunilda@castellanos-gaya.es
1147,"Bastida, Cuadrado and Losa",3235905054,"Ronda de Candelas Pons 2
Burgos, 56163",Tarragona,Violeta Sofía Saura Grau,+34714 42 50 73,anacleto89@hotmail.com
1148,Bustos-Llorente,3875995676,"Via Liliana Cánovas 847 Puerta 8 
Ceuta, 16602",Huesca,Alexandra Gallart-Ferrer,+34731 028 094,hpuente@jaen-cadenas.com
1149,"Frutos, Cordero and Yáñez",2791223863,"Rambla Anabel Escolano 5
Pontevedra, 29746",Palencia,Tomás Carranza-Murillo,+34742576354,macarioarce@seco.org
1150,Artigas-Giralt,4982641838,"Callejón Elvira Alfonso 89 Apt. 59 
Granada, 47541",Huesca,Calisto Almansa,+34746 79 95 35,sofiacaballero@yahoo.com
1151,Leiva Group,5599043345,"Pasadizo de Basilio Osorio 764
Asturias, 28196",Barcelona,Candelario Manuel Portillo,+34 668866743,gvalls@hotmail.com
1152,López PLC,4409358622,"Vial Aureliano Quirós 14 Piso 9 
Navarra, 80600",Granada,Bibiana Raya Plana,+34 890 19 69 70,codinacipriano@hotmail.com
1153,Gabaldón Ltd,9242191461,"Cañada Edmundo Simó 18
Ourense, 68531",Zamora,Elisa Cámara Borrell,+34712 181 602,inigo82@hierro.es
1154,Ocaña-Vergara,2973233375,"Vial Montserrat Macías 60
Girona, 79385",Valladolid,Olimpia Gómez Pou,+34 948 63 30 16,rroda@manrique-bertran.es
1155,"Miralles, Paz and Garrido",2512268913,"Pasaje Olalla Almeida 51
Segovia, 00730",Badajoz,Amada Peinado Molins,+34 728954712,noevalenciano@gmail.com
1156,Gelabert-Ramón,3447849298,"Paseo de Candelas Salvà 276
Cáceres, 95880",La Rioja,Juan Francisco Pelayo,+34943533332,marinzaira@hotmail.com
1157,Escudero and Sons,4774789175,"Calle de Jacobo Peinado 23 Piso 5 
Granada, 72144",Córdoba,Omar Bellido Arnau,+34850 26 51 20,alfarojaviera@yahoo.com
1158,Tormo Group,4215218193,"Pasaje de Remigio Pereira 301
León, 79617",La Coruña,Sigfrido Torralba Valls,+34886 10 78 36,danaraujo@serrano.es
1159,Castells PLC,3864029079,"Cuesta Melania Raya 585 Apt. 58 
Vizcaya, 07823",La Coruña,Teobaldo Palma Torrecilla,+34664681762,zgil@yahoo.com
1160,"Domínguez, Noguera and Zamora",0426011204,"Paseo de María Teresa Orozco 257
Salamanca, 05861",Zamora,Manuel Tadeo Marcos Jerez,+34 710 731 096,vidalvilaplana@acosta.es
1161,Falcó-Paredes,1764140490,"Callejón de Paco Mínguez 301 Puerta 6 
Palencia, 92276",La Rioja,Coral Alarcón-Paniagua,+34 717827318,victoria98@hotmail.com
1162,Tapia-Fuentes,1814706906,"Calle Leyre Robledo 900 Puerta 1 
Barcelona, 85626",Álava,Maribel Nerea Tamarit Briones,+34 838 43 03 17,borjabernardita@manzano-rincon.com
1163,Amigó Ltd,3672777625,"Camino Luis Miguel Cañete 2 Puerta 6 
Castellón, 64690",Asturias,Íngrid Folch,+34 702864249,alex56@tamayo.com
1164,Bayón Inc,9499359737,"C. de América Bejarano 96
La Rioja, 51669",Salamanca,Florentino Marqués,+34 705 029 616,maricruz53@arellano.com
1165,"Herranz, Chaparro and Echevarría",6624703554,"Urbanización Estela Cuadrado 529
Tarragona, 55866",Asturias,Trini Zapata-Quintana,+34700 351 093,sigfridotenorio@carreras-jerez.org
1166,"Tapia, Barrio and Balaguer",0815946967,"Cuesta Ibán Fabra 44
Cáceres, 37216",Murcia,Xavier Bautista Solera,+34736 17 15 52,tpujadas@gmail.com
1167,Marco LLC,9891238877,"Avenida de Juan Bautista Cardona 58 Apt. 99 
Castellón, 34171",Murcia,Nereida Costa Acosta,+34 744 77 00 46,placidoferrandiz@gmail.com
1168,Pedraza-Valle,9603564771,"Acceso Clarisa Escalona 902
Guadalajara, 34761",Tarragona,Isaura Alcázar Otero,+34963300399,tadeo00@yahoo.com
1169,"Porcel, Mayo and Tomás",7169933593,"Calle Jose Ramón Bonet 45
Murcia, 03607",Navarra,Angelina del Pi,+34706 40 11 57,kcarretero@gilabert-palmer.es
1170,"Valenzuela, Arnau and Montesinos",1515322090,"Calle Elisa Lucas 5 Puerta 5 
Valladolid, 80744",Ávila,Paca Cifuentes Azorin,+34745 043 445,herminia69@hotmail.com
1171,Pallarès LLC,2465297109,"Pasaje Norberto Rivera 17 Apt. 11 
Cuenca, 54088",Ávila,Benito Carvajal,+34 713 198 679,lorenzo98@rodrigo.es
1172,"Mínguez, Sánchez and Mínguez",5183542475,"Paseo Francisca Alcaraz 99
Valladolid, 80370",Cantabria,Eva Quirós Llabrés,+34 704 13 00 97,bermejoartemio@quiroga.es
1173,"Perez, Parejo and Hernández",7033058664,"Camino de María Luisa Milla 87 Apt. 09 
Guadalajara, 66291",Lugo,Guadalupe Cárdenas Terrón,+34700791348,ruthpalacios@mendez-lopez.com
1174,Camps PLC,5950201085,"Via de Borja Vallés 5
Ciudad, 86450",Cáceres,Juan Carlos Bilbao Piñeiro,+34 714046579,julietarivera@mayoral.com
1175,Gutierrez Inc,4173979170,"C. de Elpidio Calatayud 76
Cádiz, 95196",Barcelona,Águeda Ayala-Anaya,+34748 108 444,bonillaabel@portillo.com
1176,Morata PLC,6437063347,"Callejón Noelia Téllez 42
Lugo, 09040",Girona,Sebastián Vilaplana Ferrández,+34 744 13 87 31,romulo01@landa.com
1177,Morcillo-Piñol,9682568394,"Ronda Margarita Navarro 21
Lugo, 22144",Castellón,Octavia Quirós,+34 748 753 755,umuniz@hotmail.com
1178,Moreno PLC,4657412271,"Urbanización Lucio Mate 970
Córdoba, 97213",Córdoba,Cruz Sosa Lamas,+34722 52 58 76,victorino01@somoza-cabrero.com
1179,"Salinas, Ferrando and Rojas",6598291625,"Paseo de Nadia Ojeda 70
Toledo, 40128",Girona,Cornelio Carbajo Berenguer,+34 607 288 647,rrovira@llano-martinez.es
1180,"Granados, Godoy and Sanmiguel",8198948398,"C. de Florina Torrent 72 Apt. 41 
Las Palmas, 53110",Cáceres,Olga Salgado Garmendia,+34730 245 627,plazajuan-antonio@solis.es
1181,"Rodrigo, Rey and Niño",7459256936,"Acceso de Leandro Cabanillas 86
Baleares, 70122",Vizcaya,Severo Cuesta Cózar,+34724 92 78 15,pialexandra@peiro.es
1182,Viñas Group,5301351364,"Pasaje Albano Ramos 98
Cáceres, 20455",Valencia,Josefa Mate Llorente,+34 723 630 868,qcerdan@mora.net
1183,"Martínez, Barroso and Canales",5407225614,"Urbanización de Ibán Armengol 4
Pontevedra, 14439",Toledo,Marco Domínguez-García,+34 749 96 78 40,victor-manuelaznar@gmail.com
1184,"Mendoza, Haro and Losada",4260630262,"Glorieta Nazario Hurtado 7
Cádiz, 77295",Alicante,Carina Pedraza Posada,+34 626 985 165,segoviamarcos@comas-caro.es
1185,Saavedra Inc,3772176815,"Acceso Emilia Guerrero 41
Palencia, 20233",Ciudad,Santos Céspedes Sanmartín,+34 727 158 377,cepedajoaquina@arrieta.com
1186,Bustamante-Orozco,7729029765,"Alameda de María Belén Madrid 17 Puerta 7 
Barcelona, 17279",Lugo,Reynaldo Batalla Clavero,+34736 230 820,msoler@salinas.com
1187,Vicente and Sons,1980698333,"Rambla Teobaldo Andreu 71
Almería, 75568",La Coruña,Aristides Mur Gálvez,+34 849165933,jose-marigalindo@arcos.com
1188,"Alegre, Noriega and Murillo",0119857826,"Urbanización Valentín Calleja 181 Piso 6 
Valencia, 23716",Sevilla,César del Merino,+34630 767 848,abigaildonoso@hotmail.com
1189,Armas-Vilaplana,7550241550,"Vial de Maxi Reguera 81 Apt. 59 
Palencia, 99137",Vizcaya,Xavier Rozas Guerrero,+34730 31 69 82,bravoraimundo@gmail.com
1190,"Colom, Sala and Acedo",2979388751,"Acceso Benjamín Gracia 98
Madrid, 45915",Álava,Ariel Salamanca Fernández,+34 749 55 88 91,manuelitareyes@hotmail.com
1191,Castells-Serra,7986395006,"C. de Ámbar Fábregas 13 Apt. 15 
Teruel, 56820",Ciudad,Rafa Sans Moles,+34727 638 667,santiago26@navarro.es
1192,Cueto-Seco,8677513567,"Pasadizo Carlos Fábregas 708
La Coruña, 11581",Burgos,Dani del Pedrero,+34 982275259,kquero@ballester-montero.com
1193,Carrillo-Río,7659970655,"Rambla de Rodolfo Arranz 53 Apt. 18 
Cádiz, 65082",Guipúzcoa,Marc Riera Rivera,+34725 99 55 16,jmoraleda@roura-enriquez.org
1194,Estevez-Escribano,5787181573,"Plaza de Pili Melero 68 Apt. 00 
Barcelona, 32682",Cádiz,Graciano Toro Borrás,+34 725 44 30 65,eutimioarmengol@luis.es
1195,Meléndez Inc,8006544920,"Rambla de Jose Ramón Catalá 244
Ourense, 92211",Segovia,Lupe Bonet Reguera,+34 738 26 83 64,angelinosegarra@lobo-huertas.com
1196,"Juliá, Cadenas and Osorio",1485719027,"Urbanización Leonardo Gomis 55
Zaragoza, 56647",Valencia,Kike Perera Ugarte,+34 910 02 33 59,oramos@araujo.es
1197,"Noriega, Valcárcel and Rosselló",5974534043,"Calle Hugo Benavides 9 Piso 6 
Valencia, 11400",Ceuta,Atilio Ayuso Batlle,+34956798742,fabioquevedo@franch.es
1198,"Campillo, Bernal and Torrents",7252754488,"Alameda Apolonia Lloret 43
Álava, 70347",Álava,Sosimo Dueñas Mariño,+34 705352269,dpalomino@saez.com
1199,Pelayo-Royo,6677210199,"Glorieta de Gonzalo Peña 77
Málaga, 51448",Huelva,Amalia Tomé Carbó,+34919 900 741,melania37@franco-gelabert.org
1200,"Sosa, Martín and Cardona",1273096007,"Alameda Adalberto Casado 9
Huesca, 93893",La Coruña,Baudelio Ocaña Cañellas,+34 724786702,oriana67@azcona.com
1201,Castilla-Ugarte,4691460798,"Pasadizo Glauco Fernández 757 Apt. 07 
Jaén, 11697",Lleida,Ileana María Manuela Hervás Jordán,+34744628314,gonzalo71@hotmail.com
1202,"Tamayo, Arranz and Galan",4793012384,"Plaza de Albert Alfonso 58
Córdoba, 76714",Ciudad,Rodolfo Saez Pintor,+34710 30 86 51,galomartinez@yahoo.com
1203,"Chamorro, Arranz and Alegria",7101472871,"Urbanización Amaro Gonzalez 42 Apt. 77 
Salamanca, 29047",Cuenca,Azahar Diéguez Lumbreras,+34 966808664,ssanchez@baez.com
1204,Verdugo-Dueñas,9998072032,"Calle Enrique Montoya 65 Puerta 8 
Huelva, 16901",Las Palmas,Heliodoro Salgado Barragán,+34 976 66 57 90,nydia33@tovar.com
1205,Amores-Yuste,5618950265,"Cañada Julia Lobo 27 Apt. 94 
León, 61918",Madrid,Catalina Bastida,+34 705 124 074,dianamercader@yahoo.com
1206,Nogueira-Tormo,9680152464,"Calle Lola Alegria 26
Segovia, 66750",León,Hernando Vergara Gilabert,+34 742 33 23 91,ucampo@pizarro.net
1207,Lledó Ltd,4226514993,"Calle de Luis Miguel Esparza 82 Apt. 32 
Cantabria, 06654",Barcelona,Marcelo del Luís,+34718990117,tgarmendia@gmail.com
1208,"Nogueira, Salgado and Barbero",6346078299,"Cuesta Evita Barco 57
Baleares, 12165",Málaga,Ignacia Casanovas Madrid,+34 717195460,hcorrea@yahoo.com
1209,Marin-Menéndez,3008564638,"Glorieta Ovidio Ugarte 966 Puerta 0 
Ourense, 67519",Girona,Rómulo Tolosa-Barón,+34 696 150 920,gregoriovall@guzman.com
1210,Estévez-Solé,9790274005,"Via Matías Girona 37 Apt. 98 
Valladolid, 27879",Córdoba,Bartolomé Conde Amor,+34 680454814,kazorin@hotmail.com
1211,"Heras, Robledo and Marí",3816348813,"Glorieta de Benigna Aznar 919
Alicante, 72997",Valladolid,Ainoa Cobos,+34680 35 20 59,guadalupe14@guijarro-sanchez.es
1212,Pombo Ltd,8791024671,"Paseo de María Nebot 976 Piso 8 
Madrid, 55753",Cantabria,Cesar Mendizábal Hierro,+34 717 49 04 88,rcaballero@yahoo.com
1213,Batalla-Yuste,5948522666,"Vial Osvaldo Hidalgo 22
Ciudad, 19605",La Coruña,Bernardino Ávila Luís,+34 686 013 465,ugarteflorencia@gmail.com
1214,Oliveras-Borrás,4991059056,"Urbanización de Nadia Diego 43 Puerta 4 
Guadalajara, 76225",Ceuta,Teófila Piñeiro Durán,+34981 25 05 14,remigio05@elorza.com
1215,Pavón and Sons,6465916439,"Paseo Raúl Armengol 36 Piso 3 
Ávila, 40790",Santa Cruz de Tenerife,Aurelio David Gil Blanes,+34 611762516,itur@yahoo.com
1216,"Campoy, Palau and Marí",0313425595,"Callejón Blas Bastida 49 Apt. 51 
Ceuta, 99735",Girona,Álvaro Sancho-Donaire,+34 730 93 73 36,victor92@fajardo.es
1217,Escribano Group,6203644147,"Calle de Ruperta Rojas 96
Málaga, 06954",Vizcaya,Augusto Sales Laguna,+34700 52 38 70,marquesdan@vina.es
1218,Garrido-Bonet,0787588604,"Camino de Nereida Antúnez 92 Piso 6 
Huelva, 60747",Soria,Maxi Dafne Ledesma Duque,+34 908 99 16 51,maria-pilartena@mateos-bauza.com
1219,"Torre, Perera and Jerez",4881795051,"Cañada de Jennifer Alonso 84
La Rioja, 78002",Albacete,Gabriela Gárate Falcó,+34 744 097 871,mateoshilario@diaz.es
1220,Fajardo-Coello,2060467265,"Cuesta Leandro Meléndez 28
Pontevedra, 61404",Vizcaya,Maite Paola Pérez Casanova,+34 734 097 912,azaharsalva@valera-gargallo.com
1221,"Sola, Fuente and Tomé",0148743972,"Pasaje Renato Nebot 1
Castellón, 76454",Asturias,Daniel Raya-Rosado,+34719 167 097,priscilaaparicio@castrillo-barreda.com
1222,Gámez Group,2417137937,"Avenida de Ovidio Burgos 43 Puerta 0 
Tarragona, 07354",Murcia,Desiderio Heredia Puente,+34925 11 51 28,salvarez@mesa.es
1223,Higueras Group,0259937874,"Pasaje Noemí Morales 2 Apt. 10 
Asturias, 38052",Palencia,Samanta Isabel Guzmán Melero,+34 635106456,olivaresyaiza@tenorio.es
1224,Saldaña PLC,7340213890,"Callejón Manola Pol 18 Puerta 7 
Málaga, 49865",Ceuta,Baldomero de Calderón,+34 743647057,xrosales@yahoo.com
1225,Vives PLC,3619750166,"Plaza de Dalila Ballester 802 Puerta 7 
Álava, 45377",Cantabria,Rosario Vergara-Almeida,+34 700 923 013,prietojimena@alsina.net
1226,Valencia Group,2456136503,"Acceso de Curro Ferrando 6 Puerta 1 
Ávila, 99083",Navarra,Elisabet Barriga,+34746 14 59 38,alondralasa@gmail.com
1227,Fabregat LLC,5720407159,"Urbanización Curro Cuervo 6 Apt. 34 
Sevilla, 58367",Barcelona,Jose Ignacio de Tomás,+34 610 555 025,susanaguijarro@carbajo.es
1228,Marcos-Segovia,6634510181,"Camino Samanta Medina 234
Toledo, 43401",Murcia,Diana Vaquero Flores,+34742180571,umercader@hotmail.com
1229,"Aguilera, Olmedo and Nebot",2036155344,"Calle de Jordán Reig 202
Jaén, 48115",Ciudad,Gilberto Carbó Angulo,+34 675523575,mireia24@cabezas-redondo.org
1230,Seguí and Sons,6915749822,"Vial Hilda Clavero 52
Santa Cruz de Tenerife, 16350",Soria,Santos Menendez Mesa,+34703 24 30 17,basilio78@marti.es
1231,Sobrino-Manuel,8830852052,"Glorieta de Chucho Heredia 6
Guadalajara, 81264",Barcelona,Arsenio Salgado Diaz,+34709 43 39 46,urocamora@gmail.com
1232,"Santana, Leiva and Perera",3434231852,"Pasadizo de Maura Querol 87 Apt. 68 
Cuenca, 03140",Valencia,Amaya Cruz Barón,+34 703454562,alexandrabartolome@tolosa.com
1233,"Acedo, Vega and Uriarte",3918950311,"Plaza Milagros Santos 564 Apt. 40 
Navarra, 68919",La Rioja,Máximo Gibert Uribe,+34 739906431,fanny53@catalan-duran.net
1234,Menéndez and Sons,4425368466,"Acceso de Trini Cabrero 59 Piso 6 
Albacete, 32319",Albacete,Adelina Valls Moll,+34724116932,ceciliavelasco@hotmail.com
1235,"Villar, Galván and Zaragoza",4353670533,"Alameda Bernabé Bastida 69
Sevilla, 30462",Jaén,Rosario Dávila Escudero,+34876 069 735,pacifica81@pina.es
1236,"Sanjuan, Agullo and Sáez",3374688868,"Cañada Trini Haro 65 Apt. 20 
Zamora, 76099",Ciudad,Anita Vilalta Calatayud,+34882 28 34 24,salasazucena@luque-ballesteros.es
1237,"Coca, Atienza and Valenciano",6443124804,"Paseo de Manu Guijarro 996
Guipúzcoa, 15612",Lleida,Rafaela del Macías,+34635 965 138,lsacristan@sanabria-jara.org
1238,Grau-Torres,4213401165,"Ronda Máximo Sebastián 29 Apt. 51 
Girona, 02046",Alicante,Fulgencio Coronado,+34800 523 161,noaamador@carrera-escribano.net
1239,"Sandoval, Colom and Canals",1407178148,"Urbanización Salud Murcia 419
Baleares, 84760",Zamora,Marciano Jáuregui Pizarro,+34739484395,jorge78@valencia.es
1240,Gordillo Group,6348959595,"C. María Manuela Alfonso 741 Apt. 04 
Ávila, 70667",Santa Cruz de Tenerife,Kike Lumbreras Aller,+34743 408 140,franciscacamacho@maldonado.es
1241,Agustín Group,6661447273,"C. Milagros Arias 87
Las Palmas, 23624",Albacete,Cipriano Nevado Sedano,+34706 62 45 72,ligia05@gmail.com
1242,Pareja Inc,4714086863,"Rambla de Ariel Montaña 21
Vizcaya, 71249",Cuenca,Román Gutiérrez Burgos,+34 717 10 05 95,antoniamartinez@banos-galindo.com
1243,"Jaén, Berenguer and Raya",7924143664,"Cuesta de Luís Ángel 786 Piso 7 
Cáceres, 46794",Melilla,Lino Coloma Cerezo,+34 743 570 831,bcasal@nadal.net
1244,"Saavedra, Cazorla and Arias",9315363253,"Glorieta de Fanny Gual 133 Piso 3 
Jaén, 10122",Melilla,Humberto Doménech Santiago,+34 708 97 17 33,lllanos@ponce.es
1245,Villa Inc,8934858457,"Pasaje de Luis Miguel Cerezo 24
Badajoz, 69937",Guadalajara,Teresa Casals Ferrándiz,+34705 02 15 36,revilladanilo@albero.es
1246,"Cerezo, Pellicer and Lumbreras",1833871847,"Alameda Ximena Cerdá 184 Puerta 2 
Tarragona, 86316",Málaga,Miguel Mir Maestre,+34 663 018 356,maxima50@juarez-ros.net
1247,"Neira, Pedrero and Camacho",5124272319,"Urbanización de Luis Miguel Méndez 849 Apt. 20 
Ourense, 46153",Ourense,Ema Ileana Toledo Villanueva,+34 720 39 77 51,alex62@jurado.com
1248,Carballo-Morán,6834914880,"Calle de Cecilio González 527
Cuenca, 46240",Las Palmas,Flavia Nieto Escamilla,+34876867103,leandra58@hotmail.com
1249,"Peiró, Rivero and Andrés",9380598554,"Acceso de Florina Francisco 79
Toledo, 48445",Pontevedra,Rodolfo Verdejo Perelló,+34 735318343,pcasal@yahoo.com
1250,"Ayala, Zabaleta and Tejero",4184045845,"Acceso Pepita Marí 6
Cuenca, 73614",Murcia,Jovita Amat Lastra,+34728 45 78 10,tiburcio15@alberdi.com
1251,Bustos Group,1998763863,"Paseo Vinicio Hierro 64
Ourense, 33557",Vizcaya,Loreto Uribe Benavent,+34742921029,felicia69@vina.es
1252,"Cabeza, Pagès and Nadal",6531543595,"Pasaje de Berto Español 72 Apt. 64 
Cáceres, 97941",Salamanca,Felipe Pacheco Fajardo,+34 851 516 250,rosario51@ponce.com
1253,Colom-Español,1958989099,"Rambla Danilo Castillo 26 Piso 2 
Málaga, 40000",Toledo,Nicodemo Domingo Ordóñez,+34679 56 14 22,ucoronado@yahoo.com
1254,Carvajal-Serra,3678169230,"Callejón de Adalberto Roma 11
Ceuta, 95954",Baleares,Segismundo Prado Alcántara,+34742080502,camila17@carrion.com
1255,Lasa-Quiroga,6485555341,"Plaza de Duilio Espinosa 12 Puerta 7 
Cádiz, 12425",Ceuta,Gil Adrián Díaz Abellán,+34 679392265,nevadopepe@yahoo.com
1256,Palacios LLC,8691612027,"Calle de Lara Vives 739 Piso 2 
Sevilla, 55814",Castellón,Jovita Sebastián Mateu,+34729 85 29 75,julia77@lorenzo-suarez.com
1257,"Higueras, Morales and Tenorio",1197535859,"Cuesta de Evaristo Báez 63
Ávila, 68070",Castellón,Celestino Linares Palau,+34 705704203,domenechangela@yahoo.com
1258,Rico PLC,9177948019,"Avenida de Jacinta Portero 1
Asturias, 81524",Huesca,Nazaret Lasa Sáez,+34 694 919 729,fmunoz@yahoo.com
1259,Marí-Cerdán,8143738452,"Callejón de Luna Puente 41 Puerta 9 
Sevilla, 90214",Navarra,Lilia de Arellano,+34740508397,canetnereida@yahoo.com
1260,Taboada Group,4280115464,"Ronda Inés Blanco 52
Tarragona, 22908",Navarra,Isa Artigas Sierra,+34670 641 684,foliver@yahoo.com
1261,Becerra Ltd,8722617277,"Pasaje de María Del Carmen Verdejo 90
Burgos, 60759",Valencia,Horacio Tena Ledesma,+34 721 63 04 19,adelia55@cisneros.net
1262,"Navas, Zaragoza and Escudero",4071719872,"Vial Ruben Calderon 98 Apt. 44 
Almería, 48561",León,Artemio Vives Paniagua,+34713203921,gsoler@hotmail.com
1263,Corominas-Rojas,2154215908,"Vial Francisco Javier Asensio 39 Apt. 77 
Zaragoza, 82718",Valencia,Encarnación Mur Vidal,+34 974 946 096,abiliocobo@bustos.es
1264,Solís Group,3336785620,"Glorieta de Lorena Mínguez 73 Apt. 47 
Málaga, 40436",Castellón,Rufino Roman Miguel,+34696234446,carmelabriones@yahoo.com
1265,"Dávila, Porta and Fernandez",1463144944,"Plaza de Juan Bautista Saldaña 56 Piso 1 
Córdoba, 82045",Cantabria,Severino Ferrándiz Melero,+34 726 066 266,cabanillasrosalina@escribano.es
1266,"Ruano, Andrade and Narváez",3355906350,"Plaza Borja Ribas 83 Piso 8 
Álava, 53763",Zamora,José Manuel Benítez Lastra,+34 734 63 58 71,elena82@yahoo.com
1267,"Isern, Alsina and Soler",5549883813,"Cuesta Ceferino Guardiola 82
La Rioja, 88045",Zaragoza,Merche Beatriz Arjona Iborra,+34749 26 49 10,carmenchico@espanol-oller.net
1268,Grau Group,4564336762,"Avenida Estela Hernando 957 Apt. 89 
Alicante, 06954",Lugo,Ceferino Huerta Morera,+34602114741,aguilerasalvador@nicolas.com
1269,Esteban Group,9468758180,"Avenida Bernardino Ribera 63 Apt. 03 
Vizcaya, 62219",Zamora,Viviana Soria Iñiguez,+34717 41 36 60,guzmanfabricio@arenas.com
1270,Iborra Inc,9885753708,"Cuesta Charo Sandoval 6
Murcia, 87072",Murcia,Arturo Talavera,+34 701 58 17 92,prossello@monreal-bonet.es
1271,Contreras-Vicens,5957948640,"Urbanización Pilar Araujo 30
Girona, 23238",Valencia,Nicanor Robledo Noriega,+34724 10 67 71,apedro@gmail.com
1272,Maldonado-Cabo,9540701651,"Callejón de Pablo Escribano 49
Guadalajara, 18075",La Coruña,Lucio Arranz Escrivá,+34731908359,gironalalo@pazos.net
1273,Salcedo-Múñiz,1996550123,"Cuesta Félix Vilar 7 Piso 4 
La Rioja, 83227",Santa Cruz de Tenerife,Maristela del Poza,+34 702 09 75 99,saragones@sacristan-mir.es
1274,Pareja and Sons,7789547128,"Avenida Lucas Cuevas 60 Apt. 99 
Valencia, 19798",Almería,Eusebio Menendez,+34720 34 68 46,alvaronarvaez@yahoo.com
1275,Reyes LLC,2003145224,"Calle Felicia Uriarte 722
Pontevedra, 84269",Córdoba,Rodrigo Julio César Barriga Peñalver,+34738 287 565,sosimo41@zabaleta-gilabert.com
1276,Ledesma-Calzada,1455925205,"Urbanización de Amaya Egea 17
Valladolid, 79797",Ávila,Darío Garrido Lledó,+34602122167,ascensioncorrea@arnaiz.com
1277,Expósito-Piña,5734819122,"Ronda Adolfo Vargas 566
Palencia, 23093",Lugo,Natividad Pulido Villa,+34924 462 567,quintanillaedgar@salom.org
1278,"Sobrino, Lara and Barba",0521449442,"Glorieta de Aurora Rodríguez 58
Valencia, 36592",Guadalajara,Adolfo Abilio Alcántara Exposito,+34 709 00 93 78,oliverasfeliciano@sandoval.com
1279,Hernandez-Aguiló,7055999890,"Via de Albino Navas 76
Cáceres, 73082",Zaragoza,Albano Fabregat,+34 746549138,claudiocarrera@aparicio.es
